conductor,insulation,method,cores,size_mm2,amps,source
Al,XLPE,E,2,25,108,"IEC 60364-5-52:2009 Table B.52.13, method E, multi-core, 2 loaded conductors, values as reproduced in IS 732:2019 Table 32"
Al,XLPE,E,3,25,97,"IEC 60364-5-52:2009 Table B.52.13, method E, multi-core, 3 loaded conductors, values as reproduced in IS 732:2019 Table 32"
Al,XLPE,E,2,35,135,"IEC 60364-5-52:2009 Table B.52.13, method E, multi-core, 2 loaded conductors, values as reproduced in IS 732:2019 Table 32"
Al,XLPE,E,3,35,120,"IEC 60364-5-52:2009 Table B.52.13, method E, multi-core, 3 loaded conductors, values as reproduced in IS 732:2019 Table 32"
Al,XLPE,E,2,50,164,"IEC 60364-5-52:2009 Table B.52.13, method E, multi-core, 2 loaded conductors, values as reproduced in IS 732:2019 Table 32"
Al,XLPE,E,3,50,146,"IEC 60364-5-52:2009 Table B.52.13, method E, multi-core, 3 loaded conductors, values as reproduced in IS 732:2019 Table 32"
Al,XLPE,E,2,70,211,"IEC 60364-5-52:2009 Table B.52.13, method E, multi-core, 2 loaded conductors, values as reproduced in IS 732:2019 Table 32"
Al,XLPE,E,3,70,187,"IEC 60364-5-52:2009 Table B.52.13, method E, multi-core, 3 loaded conductors, values as reproduced in IS 732:2019 Table 32"
Al,XLPE,E,2,95,257,"IEC 60364-5-52:2009 Table B.52.13, method E, multi-core, 2 loaded conductors, values as reproduced in IS 732:2019 Table 32"
Al,XLPE,E,3,95,227,"IEC 60364-5-52:2009 Table B.52.13, method E, multi-core, 3 loaded conductors, values as reproduced in IS 732:2019 Table 32"
Al,XLPE,E,2,120,300,"IEC 60364-5-52:2009 Table B.52.13, method E, multi-core, 2 loaded conductors, values as reproduced in IS 732:2019 Table 32"
Al,XLPE,E,3,120,263,"IEC 60364-5-52:2009 Table B.52.13, method E, multi-core, 3 loaded conductors, values as reproduced in IS 732:2019 Table 32"
Al,XLPE,E,2,150,346,"IEC 60364-5-52:2009 Table B.52.13, method E, multi-core, 2 loaded conductors, values as reproduced in IS 732:2019 Table 32"
Al,XLPE,E,3,150,304,"IEC 60364-5-52:2009 Table B.52.13, method E, multi-core, 3 loaded conductors, values as reproduced in IS 732:2019 Table 32"
Al,XLPE,E,2,185,397,"IEC 60364-5-52:2009 Table B.52.13, method E, multi-core, 2 loaded conductors, values as reproduced in IS 732:2019 Table 32"
Al,XLPE,E,3,185,347,"IEC 60364-5-52:2009 Table B.52.13, method E, multi-core, 3 loaded conductors, values as reproduced in IS 732:2019 Table 32"
Al,XLPE,E,2,240,470,"IEC 60364-5-52:2009 Table B.52.13, method E, multi-core, 2 loaded conductors, values as reproduced in IS 732:2019 Table 32"
Al,XLPE,E,3,240,409,"IEC 60364-5-52:2009 Table B.52.13, method E, multi-core, 3 loaded conductors, values as reproduced in IS 732:2019 Table 32"
Al,XLPE,E,2,300,543,"IEC 60364-5-52:2009 Table B.52.13, method E, multi-core, 2 loaded conductors, values as reproduced in IS 732:2019 Table 32"
Al,XLPE,E,3,300,471,"IEC 60364-5-52:2009 Table B.52.13, method E, multi-core, 3 loaded conductors, values as reproduced in IS 732:2019 Table 32"
